"","V1","V2","V3","V4","V5","V6","Y","target"
"546",1,1,1,1,1,1,-2.31579740821814,0
"547",1,1,0,1,1,1,-3.12683348779927,0
"548",0,1,1,1,1,0,-0.0462397441886463,0
"549",1,1,1,0,0,0,-0.08318844666605,1
"550",1,0,1,1,1,1,-0.681191660371744,0
"551",0,0,0,0,0,1,1.56235450937323,2
"552",1,1,0,1,1,1,-0.0822318022048627,0
"553",1,1,1,0,1,0,-0.351707532024647,1
"554",0,1,1,1,1,1,-1.56935142358114,0
"555",0,0,0,0,0,0,-1.04569497087791,2
"556",1,1,1,0,0,0,0.334954081996888,1
"557",1,1,1,0,0,0,0.659659517117097,1
"558",0,0,0,0,0,0,-0.687784294825431,2
"559",1,1,1,0,0,0,2.12220333329337,1
"560",1,1,0,1,1,1,0.0440251294423797,0
"561",1,1,1,0,0,0,1.23492812508812,1
"562",1,1,1,0,0,0,-0.185921599186856,1
"563",1,1,1,0,0,0,0.853368225956398,1
"564",1,1,0,0,0,0,0.87831131431273,1
"565",1,1,1,0,0,0,-0.431188333235752,1
"566",1,1,1,1,1,1,-2.11732700893123,0
"567",1,0,1,0,0,0,-0.149741455367893,1
"568",1,1,1,0,0,0,0.436918922947626,1
"569",1,1,1,0,1,0,0.173634714734131,1
"570",1,1,0,1,0,0,0.133499419061371,2
"571",0,0,0,1,0,0,0.0113699087984942,2
"572",0,0,0,0,1,0,0.380067440573832,2
"573",1,1,1,1,1,0,-0.419000460038308,0
"574",0,1,1,1,1,1,0.000820497768414086,0
"575",1,1,1,1,1,1,-2.24515057596009,0
"576",0,0,0,0,0,0,0.432972928043635,2
"577",1,1,1,1,1,1,0.84804019177085,0
"578",1,1,1,0,0,0,0.0352953907452159,2
"579",1,1,1,0,0,0,1.14561699682689,1
"580",0,1,1,0,0,0,0.80533630497532,1
"581",1,1,1,1,1,1,-1.85773317660502,0
"582",1,1,1,0,0,0,-0.369463774656058,1
"583",0,1,0,0,0,0,-0.32832094269056,2
"584",1,1,1,0,0,1,1.49811199564454,1
"585",0,0,0,0,0,0,0.426156559646185,2
"586",1,1,1,1,1,0,-0.64108241625934,0
"587",0,0,0,0,0,0,-2.17554877698757,2
"588",0,1,1,1,0,0,0.258837331365171,1
"589",0,0,0,0,0,0,1.80566887811627,2
"590",1,1,1,0,0,0,-1.49116140815146,1
"591",1,1,1,0,1,0,1.35641258353438,1
"592",1,1,0,1,0,1,0.152348638961926,0
"593",1,1,1,1,1,1,-0.744022853581229,0
"594",0,0,0,0,0,0,-0.0354201406915095,2
"595",1,1,1,0,0,0,1.7367633451679,1
"596",0,1,0,1,1,1,-0.108122365429725,0
"597",0,1,1,1,1,1,-1.37598357935187,0
"598",1,1,1,1,1,1,-1.29954941119919,0
"599",1,1,1,0,0,0,0.91880681586453,1
"600",1,1,1,1,1,1,-2.30764258109344,0
"601",1,1,1,0,0,0,-0.44134174571537,1
"602",0,0,0,0,1,0,-1.36167503046363,2
"603",0,1,1,0,0,0,0.472298588079394,1
"604",1,1,1,1,1,1,-2.68196878398541,0
"605",0,0,0,0,0,0,1.50187913379632,2
"606",1,1,1,1,1,1,-1.75062682197676,0
"607",1,1,1,1,1,1,-0.400910240736191,0
"608",0,0,0,0,1,0,0.734425852809667,2
"609",0,0,1,0,0,0,-1.72621396195789,2
"610",0,0,0,0,0,0,-1.08026705978069,2
"611",1,1,1,1,1,1,-0.706715570995148,0
"612",0,0,0,0,0,0,0.405850266692899,2
"613",1,1,1,1,1,1,-2.68803432519768,0
"614",0,0,0,1,0,0,0.453221902282897,2
"615",1,1,1,1,1,1,-2.02475075007639,0
"616",1,1,1,0,0,1,1.09274306577955,1
"617",1,1,0,0,0,0,0.815123243754734,1
"618",1,1,1,0,0,0,0.849852167982561,1
"619",1,1,1,0,0,0,1.52803600454796,1
"620",1,1,1,1,1,1,-2.36467632590054,0
"621",1,1,1,0,0,0,0.774277368387865,1
"622",0,1,1,0,0,0,2.13052661953731,1
"623",0,0,0,0,0,0,0.474742104839891,2
"624",1,0,1,0,0,0,0.565205306627783,1
"625",0,0,1,0,0,0,0.655554358288453,2
"626",0,0,0,0,0,0,1.59811089575176,2
"627",1,1,0,0,0,1,1.00022394799579,1
"628",1,0,0,0,0,0,-2.97330617129256,2
"629",0,1,1,0,0,0,-1.01825390141773,2
"630",0,0,0,0,0,1,1.6652522339447,2
"631",1,1,1,0,1,1,-3.05916048369232,0
"632",1,1,0,0,0,1,1.43345244169948,1
"633",0,0,0,0,0,0,0.336601427562167,2
"634",1,1,0,0,0,0,2.90749067255327,1
"635",1,1,1,1,1,1,-0.685028128444668,0
"636",1,0,1,0,0,0,-0.0886348430590387,1
"637",1,1,1,1,1,1,-1.24072430398905,0
"638",1,1,1,1,1,1,-0.754501318205687,0
"639",0,0,1,1,0,0,3.11732414437095,1
"640",1,1,1,0,0,0,0.828189536197326,1
"641",1,1,1,0,0,1,1.44841324947911,1
"642",1,1,1,1,1,1,-1.50372233682945,0
"643",1,1,1,0,1,0,-2.19920432509564,0
"644",1,1,1,0,0,0,0.24688266937942,1
"645",1,0,1,0,0,0,2.61652165451375,1
"646",0,0,0,0,0,0,0.248545105118987,2
"647",0,0,0,0,0,0,-0.469729796489598,2
"648",1,1,1,0,0,0,2.11793382272715,1
"649",0,0,0,0,1,0,-0.250833671811231,2
"650",1,1,1,0,0,0,1.33061326109041,1
"651",1,1,1,0,0,0,1.04621160367092,1
"652",1,0,0,0,0,0,0.242602813054941,2
"653",1,0,1,1,1,1,-1.78167207234689,0
"654",1,1,1,1,1,1,0.0546206284873183,0
"655",1,1,1,0,0,0,-0.528591296259286,1
"656",1,0,1,1,1,1,-1.9684836469619,0
"657",0,1,0,0,0,0,0.829098440018336,2
"658",0,0,0,0,0,0,-0.280571706598553,2
"659",0,1,1,0,0,0,2.18964264548524,1
"660",1,0,0,0,1,1,-1.38536051844449,2
"661",1,1,1,1,1,1,-0.47406271974535,0
"662",1,0,0,1,1,1,-0.416162918460941,0
"663",1,1,1,1,1,1,-0.457576030467898,0
"664",1,1,1,1,1,1,-1.80343427417126,0
"665",1,1,1,0,0,0,2.81052247842099,1
"666",1,1,1,1,0,0,0.338862887809028,1
"667",1,1,1,1,1,1,1.30563683736719,0
"668",0,0,0,0,0,0,0.473336675554967,2
"669",1,1,1,1,1,1,-0.954039063951066,0
"670",1,1,1,0,0,0,-0.332449780998205,1
"671",1,1,1,1,1,1,-0.809776778155106,0
"672",0,1,0,0,0,1,1.10311758244564,1
"673",1,1,1,0,0,0,2.28913183543744,1
"674",0,0,0,0,0,0,-0.374390033206914,2
"675",1,1,1,0,0,0,2.51611618035504,1
"676",0,0,0,0,0,1,-0.716394293700746,2
"677",1,1,1,0,0,1,0.0226358825162893,1
"678",1,1,1,0,0,0,-0.0971438697704636,1
"679",0,0,0,0,1,0,-0.926513254779748,2
"680",1,1,1,1,1,1,-1.81468565323767,0
"681",0,0,0,0,0,0,-1.5105460503695,2
"682",0,0,0,0,0,0,-0.342017345804775,2
"683",1,1,1,1,1,0,-0.132194540457554,0
"684",1,1,1,0,0,0,-0.250216025894801,1
"685",1,1,1,0,0,0,2.07729367301569,1
"686",1,1,1,1,1,1,-0.904537958641703,0
"687",1,1,1,0,0,0,1.29173272537831,1
"688",1,1,1,1,1,1,-1.30173305395864,0
"689",0,0,0,1,0,0,-0.711319910546568,2
"690",0,0,0,0,0,0,-0.314601447442049,2
"691",0,0,0,0,0,0,0.616579352307271,2
"692",0,0,0,0,0,0,-1.77142255144384,2
"693",1,1,1,1,1,1,-2.34492778706517,0
"694",1,1,0,0,0,0,-0.785317920263238,2
"695",1,1,0,1,1,1,-1.21673178915646,0
"696",1,1,0,0,0,0,0.0781763436797863,1
"697",1,1,1,0,0,0,2.90064904172209,1
"698",1,1,1,0,0,0,0.315757819484756,1
"699",1,1,1,1,1,1,-1.92235132906192,0
"700",0,1,1,1,1,1,-0.80178267227918,0
"701",1,1,1,1,1,1,-2.77189668224644,0
"702",1,1,1,0,0,0,1.49200405410296,1
"703",0,0,0,0,0,0,0.314267421801183,2
"704",1,1,1,0,1,0,1.9397354817471,1
"705",1,1,1,0,0,0,-2.01855677056779,1
"706",1,1,1,1,0,1,0.847866995702103,0
"707",0,1,1,1,0,1,-1.7756063614376,0
"708",1,0,0,0,0,0,0.178669775219072,2
"709",0,1,0,1,0,0,1.64535495227074,2
"710",1,1,1,1,1,1,-0.355611546461818,0
"711",0,0,0,0,0,0,-2.7673254226024,2
"712",1,1,1,0,1,1,-0.745872312928565,0
"713",1,1,0,1,1,1,-2.52359781066817,0
"714",0,1,1,0,0,0,0.847981094367302,1
"715",0,0,0,0,0,0,-1.57362902211698,2
"716",0,1,1,0,0,0,0.936696777218663,1
"717",1,1,1,1,1,1,-0.148590063237346,0
"718",0,0,0,0,0,0,0.163427820386131,2
"719",1,1,1,0,0,0,0.791794742010034,1
"720",0,1,1,1,1,1,-1.7710421571412,0
"721",0,0,0,0,1,0,-0.160653286366074,2
"722",1,1,1,0,0,0,1.68589045643792,1
"723",1,1,1,1,1,1,-1.05150919375393,0
"724",1,1,1,0,0,1,-0.452261021262439,0
"725",1,1,1,1,0,1,-0.337674186087684,1
"726",1,1,1,1,0,1,-0.92771165287513,0
"727",0,0,1,0,0,0,-0.561050852022268,2
"728",1,1,1,1,1,1,-0.542458065995219,0
"729",1,1,1,1,1,1,-0.879365239106546,0
"730",1,1,0,1,0,0,0.0349544194238204,1
"731",0,0,0,0,0,0,-0.523704282889525,2
"732",1,1,1,0,1,0,-1.19298136776069,0
"733",0,0,0,0,0,0,0.349615331028385,2
"734",1,1,1,1,1,1,-2.49210201714536,0
"735",0,0,0,0,0,1,-1.11524653637681,2
"736",1,1,0,0,0,1,2.86852718807309,1
"737",0,0,0,1,0,0,-1.18120117314888,2
"738",1,1,1,1,1,1,-3.19750100526203,0
"739",1,1,1,0,0,0,1.7811753362876,1
"740",1,1,1,0,0,0,1.87172442418414,1
"741",0,0,0,0,0,0,0.9177721505515,2
"742",1,1,1,1,1,1,0.676454961914663,0
"743",0,0,0,0,0,0,2.71481693948632,2
"744",1,1,1,0,0,0,0.724517684820978,1
"745",1,1,0,1,1,1,-1.06616593454643,0
"746",1,1,1,1,1,1,-1.11798109460738,0
"747",1,1,1,1,1,1,-1.45767699298843,0
"748",1,1,1,0,0,0,0.72870343685236,1
"749",1,1,0,1,1,1,-1.49924761449466,0
"750",0,0,0,0,0,0,1.11195336086041,2
"751",0,0,0,0,1,0,0.0546117829100704,2
"752",0,1,0,1,0,0,-1.08596317074171,2
"753",0,0,0,0,0,0,0.362543091092961,2
"754",1,1,0,1,0,0,0.664856861221808,1
"755",1,1,0,1,1,1,-0.997816409162964,0
"756",0,1,0,1,1,1,-0.553296389190856,0
"757",1,1,0,1,0,1,-1.2981525261999,0
"758",1,1,1,0,0,0,2.76482588379174,1
"759",1,1,1,0,0,0,1.07468584263689,1
"760",1,0,1,0,1,0,1.61742863092732,1
"761",0,0,0,0,0,0,0.291658933189046,2
"762",1,0,1,0,0,0,0.055091277314933,1
"763",1,1,1,1,1,1,-0.790651142665311,0
"764",0,0,0,0,0,0,-0.644895858644338,2
"765",1,1,1,0,1,1,1.02217410008738,0
"766",1,1,1,1,1,0,-1.69206519866469,0
"767",0,1,0,0,0,0,0.970462636906666,2
"768",1,1,1,0,0,0,-0.122914677447571,1
"769",1,1,1,0,0,0,-0.487374446403977,1
"770",1,1,1,1,1,1,-0.860178641481789,0
"771",1,1,1,0,0,0,2.15847199647333,1
"772",1,1,1,0,0,0,1.64002661838433,1
"773",1,0,1,1,1,1,0.433633608817878,0
"774",1,1,1,0,0,0,1.04030769933025,1
"775",0,0,0,0,0,0,1.52064009601704,2
"776",1,1,1,1,1,1,-2.16520199996529,0
"777",1,1,1,0,0,0,2.15291325620481,1
"778",1,0,0,1,0,0,-0.069851868183643,2
"779",1,1,1,0,0,0,0.726372389606732,1
"780",1,0,1,0,0,0,0.310670931919928,1
"781",0,1,1,0,0,0,1.33516056653512,1
"782",1,1,1,0,0,0,2.45453846088776,1
"783",0,0,0,0,0,1,1.16264805868619,2
"784",0,0,1,0,0,0,-1.68137689171526,2
"785",1,1,1,0,1,1,-0.594964614144287,0
"786",1,1,1,0,0,0,1.74893611380593,1
"787",0,1,0,0,0,0,-0.99133439223425,2
"788",1,1,0,1,1,0,0.0469545344282092,0
"789",0,0,0,0,0,0,0.620500899099163,2
"790",1,1,1,0,0,0,0.757624541894889,1
"791",0,1,0,1,1,1,-0.540795818400471,0
"792",0,0,0,0,0,0,0.995526691674114,2
"793",1,1,1,1,1,1,-1.79698666881388,0
"794",1,1,1,0,0,0,0.632977385278358,1
"795",1,1,1,1,1,1,-1.88984477094114,0
"796",1,1,1,1,1,1,-1.04504411801092,0
"797",0,0,0,0,0,0,2.40431628199495,1
"798",0,1,0,0,1,0,-1.32528137195244,2
"799",0,0,0,0,0,0,-0.406029154412715,2
"800",0,1,0,1,1,1,-0.204136187658774,0
"801",0,0,0,0,0,0,0.440494496163338,2
"802",1,1,1,1,1,1,-0.322030029103472,0
"803",1,1,1,0,0,1,-0.190745800736672,1
"804",0,0,0,0,0,0,-0.280282713077181,2
"805",1,1,0,1,1,1,-0.819694948662497,0
"806",1,1,1,1,1,1,-0.792457705111258,0
"807",0,0,0,0,0,0,-0.160450043265634,2
"808",1,1,1,1,1,1,-2.42664921081035,0
"809",1,1,1,0,1,1,-0.229949891082414,0
"810",1,1,1,1,1,1,-0.896618003787905,0
"811",0,0,1,0,0,0,-0.54302194638579,2
"812",0,0,1,0,0,1,-0.00426293764387616,2
"813",0,0,0,0,0,0,0.561573470571105,2
"814",0,0,0,0,0,0,0.0828648418689961,2
"815",1,1,1,0,0,0,1.52399895558433,1
"816",0,0,0,0,0,0,0.370867792471025,2
"817",0,1,0,0,0,0,0.111981932621258,2
"818",0,0,0,0,0,0,-0.49080646649642,2
"819",1,1,1,1,1,1,-0.574089032898589,0
"820",1,1,1,0,0,0,1.44575985121713,1
"821",1,1,1,1,1,1,0.0467127137757637,0
"822",0,0,0,0,0,1,0.763902908575644,2
"823",1,1,1,1,1,0,1.1718026673966,0
"824",1,1,1,1,1,1,-0.142841611576712,0
"825",0,0,0,0,0,0,0.290087899635432,2
"826",0,0,0,0,0,0,-0.744978767485055,2
"827",1,1,1,0,0,0,-0.0311060532942633,1
"828",1,1,1,0,0,0,0.157901310278611,1
"829",0,1,0,1,0,0,0.975836891623818,2
"830",0,0,0,0,0,1,-0.689276623152388,2
"831",0,0,0,1,0,0,0.219308913132054,2
"832",0,0,0,0,0,0,-0.034572225485819,2
"833",1,1,1,0,0,0,2.13463969982106,1
"834",1,1,1,0,0,0,-0.477164416312382,1
"835",1,1,1,1,1,1,-2.20943532895906,0
"836",0,1,1,1,0,0,1.45722481194934,1
"837",0,0,0,0,1,0,1.41906441335752,2
"838",1,1,1,0,1,0,-2.70114047426724,0
"839",1,1,1,1,1,1,-0.842653432326922,0
"840",1,1,1,1,1,0,-2.60118119881157,0
"841",1,1,1,0,0,0,0.0967068892208908,1
"842",0,0,0,0,0,0,-0.755460801392882,2
"843",1,1,1,0,1,1,-0.896882074282795,0
"844",1,1,1,1,0,0,1.30700306000536,1
"845",1,1,1,1,1,1,-0.323005902624946,0
"846",1,1,1,1,1,1,-0.74106957177431,0
"847",1,1,1,0,0,0,2.0685495584553,1
"848",1,1,1,1,1,1,-0.0661895739250034,0
"849",1,1,1,1,1,1,-1.59738106104514,0
"850",1,1,1,1,1,1,0.194214483013992,0
"851",1,0,0,0,0,0,0.925904176727718,2
"852",1,0,1,0,0,0,1.30796419254934,2
"853",1,1,1,1,1,1,-0.302949021160273,0
"854",1,1,1,1,0,0,2.01795705242936,1
"855",0,0,0,0,0,0,-1.31248869033631,2
"856",0,0,0,0,0,0,1.00336589272915,2
"857",1,1,1,1,1,0,-1.82818056387351,0
"858",1,1,0,0,0,1,3.11680305496385,1
"859",1,1,0,0,1,1,-1.31178557325602,0
"860",0,0,0,0,0,0,1.60370185546693,2
"861",0,0,0,0,0,0,0.86567465116737,2
"862",0,1,0,0,0,0,-0.800293281607377,2
"863",1,1,1,0,0,0,1.13549137231676,1
"864",0,0,0,1,0,0,1.44434341197995,2
"865",1,0,0,0,0,0,-1.81272796507314,2
"866",1,1,1,0,0,0,1.1464142918426,1
"867",1,1,1,1,1,1,-0.60754398152948,0
"868",0,0,0,0,0,0,-1.17703163145307,2
"869",1,1,1,1,1,1,0.67427076607113,0
"870",0,1,1,1,1,1,-1.3114671948992,0
"871",1,1,1,1,0,0,0.0455613737090367,1
"872",1,1,1,0,0,0,0.813563584178446,1
"873",0,1,1,0,0,0,0.524584683047615,2
"874",1,0,1,1,0,0,0.754827578148614,1
"875",0,1,0,0,0,0,-0.23186850662579,2
"876",0,1,0,0,0,1,0.163447746617477,2
"877",1,0,1,1,1,1,-0.726339880787498,0
"878",0,0,0,0,0,0,-0.0750270003968009,2
"879",1,1,1,0,0,0,0.509127105106434,1
"880",1,1,1,0,0,0,0.467393243326504,1
"881",1,0,1,1,0,0,2.89550734599135,1
"882",0,0,0,0,1,0,-0.278310255876576,2
"883",1,1,0,0,0,0,1.38864724603331,1
"884",1,0,1,1,1,1,0.896123276254347,0
"885",1,1,1,1,1,0,0.26871389457657,0
"886",0,0,0,0,0,0,1.07502121451091,2
"887",1,1,1,1,1,0,-1.45036819125667,0
"888",1,0,1,0,0,0,2.09748497135316,1
"889",1,1,1,1,0,1,-2.25135618223929,0
"890",1,1,1,1,1,1,-0.00928915337591485,0
"891",0,0,0,0,0,0,0.491003945957753,2
"892",1,1,1,0,0,0,1.56563290188672,1
"893",1,1,1,0,0,0,0.468068491707908,1
"894",1,0,1,0,1,1,-0.527360237009988,0
"895",1,1,1,1,1,1,-0.781661249557839,0
"896",0,0,1,0,0,0,0.686827495452838,2
"897",1,1,1,1,1,1,-0.37440869749344,0
"898",0,0,0,0,0,0,1.70536235651308,2
"899",0,0,0,0,0,0,-0.55279091754518,2
"900",0,0,0,0,0,0,-0.684996150126393,2
"901",1,1,1,0,1,1,-0.343101293680353,0
"902",1,0,1,0,0,0,1.22623808866742,1
"903",0,0,0,0,0,1,-0.0568368522069497,2
"904",1,1,0,1,0,0,1.50011282962087,1
"905",0,1,1,0,0,0,0.174834100254462,1
"906",0,0,0,0,0,0,0.248305475735984,2
"907",1,1,1,1,0,0,1.16549156413314,1
"908",1,1,0,0,1,0,0.473517645205077,1
"909",1,1,1,1,0,0,0.887873556388655,1
"910",1,1,1,0,0,0,0.340675865222832,1
"911",1,1,1,1,0,1,-0.49563493428159,0
"912",0,0,1,0,0,0,-0.381237287272873,2
"913",1,1,1,1,1,1,-2.97682156894759,0
"914",0,0,0,0,0,0,-0.372064325331326,2
"915",1,1,1,1,1,1,-1.7783085530065,0
"916",1,1,1,0,0,1,1.63141860627241,1
"917",0,0,0,0,0,1,-1.07032054865184,2
"918",1,1,0,1,1,1,-0.545295603583226,0
"919",1,1,1,1,1,1,-1.27027036767461,0
"920",1,1,1,0,0,0,2.08648012289038,1
"921",1,1,1,1,1,1,0.557905432318357,0
"922",0,1,1,1,1,1,0.408619493445919,0
"923",1,1,1,1,1,1,-2.25826462936729,0
"924",0,1,1,0,1,0,-0.000270522776788296,1
"925",0,0,0,0,0,0,-0.764849228308103,2
"926",0,1,1,1,1,1,-1.40011966130113,0
"927",1,1,1,1,1,1,-1.04149110457738,0
"928",0,0,0,0,0,0,-0.923072396315578,2
"929",1,1,1,1,1,0,-0.936297640234229,0
"930",1,1,1,0,0,0,0.180658407265426,1
"931",1,1,1,1,1,1,-0.313225929496645,0
"932",0,0,0,0,0,0,-1.74208245770596,2
"933",0,1,1,1,0,0,0.0111276523644162,1
"934",0,0,0,0,0,0,0.571102628591368,2
"935",0,0,0,0,0,0,0.930533319324591,2
"936",0,0,0,0,0,0,-0.736901352231799,2
"937",1,1,1,0,0,0,1.32165265959159,1
"938",0,0,0,0,0,0,1.05742728711414,2
"939",0,1,1,1,1,1,-2.75995888214925,0
"940",1,1,1,1,1,1,-0.345611865939237,0
"941",0,0,0,0,0,0,0.506587671697276,2
"942",0,0,1,0,0,0,0.859414254759453,2
"943",1,1,1,1,1,0,-0.272828740466051,0
"944",1,0,0,0,0,0,1.217405852727,1
"945",1,1,1,0,0,0,0.521445733282282,1
"946",1,1,1,1,1,1,0.304962688790419,0
"947",1,0,1,0,0,0,0.516015660399447,1
"948",0,0,1,0,0,1,1.88780393557885,1
"949",1,1,1,1,1,1,1.0084730109817,0
"950",1,1,1,0,0,0,0.249977318434283,1
"951",1,1,1,0,0,0,-1.0843316213428,1
"952",1,0,1,1,0,1,-1.79820607635815,0
"953",0,0,0,0,1,0,1.11279819561291,2
"954",1,1,1,0,0,0,2.10645715229464,1
"955",0,1,1,1,0,1,-1.77081363061409,0
"956",1,1,1,1,1,1,-0.552303733604988,0
"957",1,1,1,0,0,0,0.992325936315496,1
"958",1,1,1,1,0,1,2.54075237651677,1
"959",1,0,0,0,0,0,-1.12420009694698,2
"960",1,1,1,0,0,0,0.328082689535009,1
"961",1,1,1,0,0,0,0.821319112392016,1
"962",0,0,0,0,0,0,0.628102969833705,2
"963",0,0,0,0,0,0,-1.16544152622106,2
"964",0,0,0,0,0,1,1.31582184001622,2
"965",1,1,1,1,1,1,-0.872072797625421,0
"966",0,0,0,0,1,0,-0.388507067118853,2
"967",1,1,1,0,0,0,0.206865336386063,1
"968",1,1,1,0,0,0,0.0103490338356366,1
"969",1,1,1,1,0,1,-1.95613570295854,0
"970",1,1,1,1,1,1,-1.15627633670504,0
"971",1,1,1,1,1,1,-3.10260069192102,0
"972",1,1,1,1,1,1,-2.09583916300396,0
"973",0,0,1,0,0,0,-0.324741935081974,2
"974",1,1,1,0,0,1,-1.09621226204058,0
"975",1,1,1,1,1,1,-2.07369284619746,0
"976",1,1,1,0,0,0,0.0798477685423142,1
"977",1,1,1,1,1,0,-0.741112484287294,0
"978",1,1,1,1,1,1,-0.593905981151333,0
"979",1,1,1,1,0,0,1.24529174263694,1
"980",0,0,0,0,0,0,1.22280792213341,2
"981",0,1,0,0,0,0,1.32500465494564,2
"982",0,1,1,0,0,0,0.328692408628914,1
"983",0,0,0,0,0,0,1.47066199065229,2
"984",0,0,0,0,0,0,-1.66766526619086,2
"985",0,0,0,0,0,0,-2.34247833766535,2
"986",1,1,1,1,1,1,-1.09731115070159,0
"987",1,1,0,1,0,1,-1.61108506247672,0
"988",1,1,1,1,0,0,1.67763710192489,1
"989",1,1,1,0,0,1,0.665396145469704,1
"990",1,1,1,1,1,1,-0.5491876636682,0
"991",0,0,0,0,0,1,-0.497052486835682,2
"992",1,0,0,0,0,0,0.994868693787938,2
"993",1,1,1,1,0,0,0.692539099984858,1
"994",1,1,1,1,1,1,-0.614787347740646,0
"995",1,1,1,0,0,0,0.31984763424818,1
"996",1,1,1,1,0,1,0.496880273850856,0
"997",1,1,1,1,1,1,-0.529986338753339,0
"998",1,0,1,1,1,1,-2.71893041295385,0
"999",0,1,1,1,1,1,-0.385038767953225,0
"1000",0,0,0,0,0,0,0.17769804579024,2
"1001",1,1,1,1,1,1,-2.08201778504194,0
"1002",0,0,1,1,0,0,0.515719619170136,2
"1003",1,1,1,1,1,1,-0.405145626602755,0
"1004",1,1,1,1,1,1,0.029604361419693,0
"1005",1,1,1,0,0,0,-0.193375768543315,1
"1006",1,1,1,0,0,0,1.83994453974203,1
"1007",0,0,1,0,0,0,-0.573703144292652,2
"1008",1,1,1,1,0,1,-2.0296109710894,0
"1009",1,0,1,0,0,0,0.564289167615263,1
"1010",0,1,1,1,1,1,0.024774112281728,0
"1011",0,0,0,0,0,0,0.214463267467551,2
"1012",0,1,1,0,0,0,1.35884807267892,1
"1013",0,1,1,0,0,0,0.578417688559707,1
"1014",1,1,1,1,0,0,0.385055897483957,1
"1015",0,1,0,0,0,0,-0.407015891806771,2
"1016",0,0,0,0,0,0,0.244897301712729,2
"1017",1,1,1,0,0,0,-0.178572784770174,1
"1018",0,0,1,0,1,0,1.36556037043218,2
"1019",1,1,1,1,1,1,-0.558239350350521,0
"1020",1,1,1,1,1,1,-0.515265352031076,0
"1021",1,1,1,0,0,0,0.720649752943078,1
"1022",1,1,1,1,0,1,0.665142382543781,0
"1023",1,1,1,1,1,1,-1.56744728122835,0
"1024",0,1,1,0,0,0,-0.819051015302548,1
"1025",1,1,0,1,0,1,-2.249564911924,0
"1026",1,1,1,0,1,1,-1.26776551872484,0
"1027",1,1,1,0,0,0,0.820369627274485,1
"1028",0,0,0,0,0,0,-1.11512626266349,2
"1029",1,1,1,1,1,1,-0.50423442698449,0
"1030",1,1,1,1,1,1,-1.39272623842582,0
"1031",0,0,0,1,0,0,-2.49238965158307,2
"1032",1,1,1,0,1,1,-1.03756350936619,0
"1033",1,1,1,1,1,1,-2.43960813079883,0
"1034",0,0,0,0,0,0,-1.3432093905839,2
"1035",1,1,1,0,0,0,1.61160156154968,1
"1036",0,0,0,0,0,1,-0.965826770895964,2
"1037",1,1,0,0,0,0,-0.589578995936128,2
"1038",1,1,1,0,0,0,0.78058767902793,1
"1039",0,1,1,1,1,1,-1.99882086933405,0
"1040",1,1,1,1,0,0,0.480165854274774,1
"1041",1,0,0,0,0,0,-1.67308401250574,2
"1042",1,1,1,1,1,1,-1.39754869654578,0
"1043",0,1,0,0,0,0,0.573558836877425,2
"1044",1,1,1,0,0,0,0.952141072347243,1
"1045",0,0,0,0,0,0,0.793262495955031,2
"1046",1,1,1,1,0,0,0.361006704769774,0
"1047",1,1,1,0,0,0,-0.607641310523197,1
"1048",1,1,0,1,1,1,0.20357805453346,0
"1049",0,0,0,0,0,0,2.3596142591001,2
"1050",1,1,1,0,0,0,2.22379362251317,1
"1051",1,1,1,0,1,0,1.09901444948726,1
"1052",1,1,1,0,0,0,0.113360830795402,1
"1053",0,0,0,0,0,0,-2.17978866139025,2
"1054",0,0,0,1,0,0,-0.724363631803461,2
"1055",0,0,0,0,0,0,-0.0973459688927328,2
"1056",1,0,0,0,1,0,-0.198669133822903,2
"1057",0,0,1,0,0,0,-0.0123659382423645,2
"1058",1,1,1,0,0,1,-0.26663199510661,1
"1059",1,0,0,0,0,0,-1.33951792356504,2
"1060",1,0,0,0,0,0,-0.00420191539115609,2
"1061",0,0,0,0,0,0,-0.0739847815362689,2
"1062",1,1,1,0,0,0,0.139561531933167,1
"1063",0,0,0,0,0,0,-0.742659165772378,2
"1064",1,1,1,1,0,1,-2.40921579802451,0
"1065",1,1,1,1,1,1,-2.10687029153406,0
"1066",1,1,1,0,1,1,-1.43099620021981,0
"1067",1,1,1,1,1,1,-0.0295115403866201,0
"1068",0,0,0,0,0,0,0.00942636056377324,2
"1069",1,1,1,1,1,1,-0.0121384175934908,0
"1070",1,0,1,1,1,1,-2.53259823459776,0
"1071",1,1,1,1,1,1,-2.28472776641747,0
"1072",1,1,1,1,0,0,1.17790839141165,1
"1073",1,1,1,1,1,0,0.269613262599843,0
"1074",1,1,1,0,0,0,1.89493006156556,1
"1075",1,1,1,0,0,0,-0.848110112388537,1
"1076",0,1,1,0,0,0,0.638769807085627,1
"1077",1,1,1,0,1,1,-1.85744242954722,0
"1078",1,0,0,0,0,0,-0.370036612568197,2
"1079",0,1,1,1,1,1,0.27427225873437,0
"1080",1,1,1,0,0,0,1.89649967020017,1
"1081",1,0,1,1,1,1,-2.13906150761635,0
"1082",0,0,0,0,0,0,0.186068432470547,2
"1083",0,1,0,0,0,0,-0.616027543717956,2
"1084",0,0,0,1,0,0,-0.72283479517825,2
"1085",1,1,0,0,0,1,1.9035206838035,1
"1086",0,0,0,0,0,0,-0.339088294526827,2
"1087",0,0,1,0,0,0,0.247846281901825,2
